STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
12,3804,1,G,3,2000-09-07,2.275,2.012,JPCTB,,,,,,,,,,,12.0,2000,,1771.0,123804,0,22.5,985.3,1985-07-01,FL
12,3804,1,G,3,2000-09-07,2.189,2.027,JPCTB,,,,,,,,,,,12.0,2000,,1771.0,123804,0,22.5,985.3,1985-07-01,FL
12,3804,1,G,3,2000-09-07,2.199,2.073,JPCTB,,,,,,,,,,,12.0,2000,,1771.0,123804,0,22.5,985.3,1985-07-01,FL
12,3804,1,G,3,2000-09-07,2.176,2.065,JPCTB,,,,,,,,,,,12.0,2000,,1771.0,123804,0,22.5,985.3,1985-07-01,FL
12,3804,1,G,3,2000-09-07,2.159,2.074,JPCTB,,,,,,,,,,,12.0,2000,,1771.0,123804,0,22.5,985.3,1985-07-01,FL
12,3804,1,G,3,2002-12-05,2.365,2.372,JPCTB,88,94.0,1.9,1.8,24.0,0.0,,,,,12.0,2002,,,123804,0,23.0,1614.9,1985-07-01,FL
12,3804,1,G,3,2002-12-05,2.324,2.367,JPCTB,88,94.0,1.9,1.8,24.0,0.0,,,,,12.0,2002,,,123804,0,23.0,1614.9,1985-07-01,FL
12,3804,1,G,3,2002-12-05,2.353,2.426,JPCTB,88,94.0,1.9,1.8,24.0,0.0,,,,,12.0,2002,,,123804,0,23.0,1614.9,1985-07-01,FL
12,3804,1,G,3,2002-12-05,2.337,2.439,JPCTB,88,94.0,1.9,1.8,24.0,0.0,,,,,12.0,2002,,,123804,0,23.0,1614.9,1985-07-01,FL
12,3804,1,G,3,2002-12-05,2.331,2.408,JPCTB,88,94.0,1.9,1.8,24.0,0.0,,,,,12.0,2002,,,123804,0,23.0,1614.9,1985-07-01,FL
12,3804,1,G,3,2004-04-02,2.101,2.01,JPCTB,,,,,,,,,,,12.0,2004,2130.0,,123804,0,22.7,1692.0,1985-07-01,FL
12,3804,1,G,3,2004-04-02,2.101,2.01,JPCTB,,,,,,,,,,,12.0,2004,2130.0,,123804,0,22.7,1692.0,1985-07-01,FL
