STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,GPS_SPS,EXPERIMENT_NO,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,PATCH_A,POTHOLES_A,BLEEDING,RAVELING,MAX_MEAN_DEPTH_WIRE_REF,LLH_DEPTH_WIRE_REF_MEAN,RLH_DEPTH_WIRE_REF_MEAN,BOUND_THICKNESS_CM,PLASTICITY_INDEX,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR,PERCENT_FINER_02,MEAN_IRI,AGE_SOURCE,AGE_YR,SITE_FACTOR
33,1001,2,2002-02-20,G,1,ACUB,36.0,27.0,1559.0,0.0,183.9,0.0,0.0,0.0,9.0,9.0,9.0,8.4,,2002,,,331001,350.0,8.5,1020.2,,NH,,1.5269,first_visit_proxy,11.912388774811772,0.0041812484599589314
2,1001,3,1997-08-22,G,1,ACUB,0.0,0.0,1635.0,0.0,12.0,0.0,0.0,0.0,10.0,10.0,8.0,3.0,,1997,190.0,40.0,21001,775.0,3.5,1148.6,,AK,,1.4165,first_visit_proxy,0.0,0.0
2,1001,3,1999-06-24,G,1,ACUB,0.0,0.0,831.0,0.0,7.2,0.0,0.0,0.0,11.0,11.0,9.0,3.0,,1999,,,21001,1321.0,1.4,1068.9,,AK,,1.527,first_visit_proxy,1.83709787816564,0.002428643394934976
49,1001,3,2004-10-08,G,1,ACUB,2.0,0.0,2560.0,45.0,0.0,0.0,,,16.0,9.0,16.0,5.999999999999999,,2004,,,491001,89.0,13.5,226.0,,UT,,1.5505,first_visit_proxy,7.129363449691992,0.0006416427104722793
49,1001,3,2012-10-28,G,1,ACUB,13.0,3.0,4054.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,16.0,5.999999999999999,,2012,,,491001,73.0,13.7,163.4,,UT,,1.9956,first_visit_proxy,15.184120465434633,0.001123624914442163
2,1001,4,2001-07-14,G,1,ACUB,0.0,0.0,887.0,0.0,9.9,0.0,7.1,88.2,12.0,12.0,10.0,3.0,,2001,,,21001,722.0,3.3,1132.6,,AK,,1.5539999999999998,first_visit_proxy,0.0,0.0
2,1001,4,2003-06-16,G,1,ACUB,0.0,0.0,887.0,0.0,10.6,0.0,1.5,88.3,15.0,15.0,12.0,3.0,,2003,,,21001,650.0,4.1,1008.3,,AK,,1.629,first_visit_proxy,1.9219712525667352,0.0012512032854209447
2,1001,4,2005-05-05,G,1,ACUB,0.0,0.0,877.0,0.0,6.0,0.0,1.1,78.0,17.0,17.0,15.0,3.0,,2005,,,21001,717.0,4.1,1534.5,,AK,,1.6735000000000002,first_visit_proxy,3.808350444900753,0.0027343956194387405
49,1001,4,2014-05-19,G,1,ACUB,19.0,4.0,9500.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,6.0,,2014,,,491001,72.0,13.5,119.0,,UT,,2.1925,first_visit_proxy,12.845995893223819,0.0009377577002053388
49,1001,5,2016-05-15,G,1,ACUB,9.0,1.0,2446.0,28.0,0.0,0.0,0.0,61.0,10.0,7.0,10.0,6.199999999999999,,2016,,,491001,94.0,13.3,208.4,,UT,,1.4625,first_visit_proxy,0.0,0.0
51,1002,1,1990-03-20,G,1,ACUB,20.0,6.0,139.0,1161.0,78.7,0.0,0.0,0.0,12.0,8.0,12.0,5.3,,1990,,,511002,34.0,12.6,1198.2,1979-10-01,VA,,2.7775,construction_date,10.466803559206022,0.0003663381245722108
17,1002,1,1990-06-12,G,1,ACUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,6.0,5.0,13.2,,1990,,,171002,402.0,9.3,1078.2,1986-10-01,IL,,1.1538,construction_date,3.696098562628337,0.0014895277207392199
2,1002,1,1991-08-22,G,1,ACUB,1.0,0.0,877.0,132.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,3.4,,1991,,,21002,734.0,3.0,2222.6,1984-10-01,AK,,1.557,construction_date,6.888432580424367,0.00506299794661191
29,1002,1,1992-02-15,G,1,ACUB,1.0,1.0,2051.0,0.0,0.0,0.0,0.1,0.0,3.0,2.0,3.0,6.8,28.0,1992,50.0,11.0,291002,53.0,12.9,986.8,1986-04-01,MO,,1.3017,construction_date,5.87542778918549,0.00031727310061601646
